free_text,address,price,price_meter,rooms,area,more,add_link,scraping_date
Sprzedam mieszkanie 2 pokoje 37m2 Olsztyn Dworcowa,"Mieszkanie na sprzedaż: ul. Dworcowa 16, Pojezierze, Olsztyn, warmińsko-mazurskie",330 000 zł,8871 zł/m²,2 pokoje,"37,2 m²","37,2 m²",/pl/oferta/sprzedam-mieszkanie-2-pokoje-37m2-olsztyn-dworcowa-ID4otJu,2024-01-16
"42 m2, 2 pokoje, 1 piętro. Witosa. Blisko las","Mieszkanie na sprzedaż: ul. Wincentego Witosa, Jaroty, Olsztyn, warmińsko-mazurskie",394 000 zł,9570 zł/m²,2 pokoje,"41,17 m²","41,17 m²",/pl/oferta/42-m2-2-pokoje-1-pietro-witosa-blisko-las-ID4oFXf,2024-01-16
"Mieszkanie blisko centrum. Antresola, garderoba.","Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",639 000 zł,9397 zł/m²,3 pokoje,68 m²,68 m²,/pl/oferta/mieszkanie-blisko-centrum-antresola-garderoba-ID4o4P7,2024-01-16
"2-pokojowe mieszkanie z balkonem, Jaroty","Mieszkanie na sprzedaż: ul. Floriana Piotrowskiego, Jaroty, Olsztyn, warmińsko-mazurskie",369 000 zł,8794 zł/m²,2 pokoje,"41,96 m²",Biuro nieruchomości,/pl/oferta/2-pokojowe-mieszkanie-z-balkonem-jaroty-ID4okrw,2024-01-16
3 pokojowe mieszkanie po generalnym remoncie!,"Mieszkanie na sprzedaż: ul. Ignacego Paderewskiego, Podleśna, Olsztyn, warmińsko-mazurskie",415 000 zł,8585 zł/m²,3 pokoje,"48,34 m²","48,34 m²",/pl/oferta/3-pokojowe-mieszkanie-po-generalnym-remoncie-ID4nJgl,2024-01-16
"48,5 m2 -przestronne 2 pokoje z dużym balkonem","Mieszkanie na sprzedaż: ul. Kardynała Stanisława Hozjusza, Redykajny, Olsztyn, warmińsko-mazurskie",429 000 zł,8845 zł/m²,2 pokoje,"48,5 m²","48,5 m²",/pl/oferta/48-5-m2-przestronne-2-pokoje-z-duzym-balkonem-ID4oy48,2024-01-16
"Mieszkanie, 35,87 m², Olsztyn","Mieszkanie na sprzedaż: Nagórki, Olsztyn, warmińsko-mazurskie",399 000 zł,11 124 zł/m²,2 pokoje,"35,87 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-35-87-m-olsztyn-ID4oFPb,2024-01-16
Warszawska99 | mieszkanie 2-pok. | 53,"Mieszkanie na sprzedaż: al. Aleja Warszawska, Kortowo, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"45,65 m²",Inwestycja deweloperska,/pl/oferta/warszawska99-mieszkanie-2-pok-53-ID4ntYL,2024-01-16
Mieszkanie z ogródkiem Olsztyn ul. Kiemliczów,"Mieszkanie na sprzedaż: Gutkowo, Olsztyn, warmińsko-mazurskie",570 000 zł,7945 zł/m²,3 pokoje,"71,74 m²",Inwestycja deweloperska,/pl/oferta/mieszkanie-z-ogrodkiem-olsztyn-ul-kiemliczow-ID4o6u8,2024-01-16
Bianco | nowoczesne mieszkanie M5,"Mieszkanie na sprzedaż: ul. Kardynała Stefana Wyszyńskiego, Kormoran, Olsztyn, warmińsko-mazurskie",,,2 pokoje,"46,37 m²",Inwestycja deweloperska,/pl/oferta/bianco-nowoczesne-mieszkanie-m5-ID4jWDH,2024-01-16
A.13 2-pokojowy apartament przy jeziorze Ukiel,"Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",675 270 zł,18 495 zł/m²,2 pokoje,"36,51 m²",Inwestycja deweloperska,/pl/oferta/a-13-2-pokojowy-apartament-przy-jeziorze-ukiel-ID4kXSU,2024-01-16
"3 pokoje, 58 M , 2 p., Kanta, Jaroty","Mieszkanie na sprzedaż: ul. Immanuela Kanta, Jaroty, Olsztyn, warmińsko-mazurskie",489 000 zł,8388 zł/m²,3 pokoje,"58,3 m²",Biuro nieruchomości,/pl/oferta/3-pokoje-58-m-2-p-kanta-jaroty-ID4oFEG,2024-01-16
"Mieszkanie Olsztyn-Jaroty 60,2m2, 3 pokoje","Mieszkanie na sprzedaż: ul. Jana Boenigka, Jaroty, Olsztyn, warmińsko-mazurskie",490 000 zł,8140 zł/m²,3 pokoje,"60,2 m²","60,2 m²",/pl/oferta/mieszkanie-olsztyn-jaroty-60-2m2-3-pokoje-ID4oc39,2024-01-16
5 pokoi 87 m² ul. Iwaszkiewicza 30,"Mieszkanie na sprzedaż: ul. Jarosława Iwaszkiewicza, Podgrodzie, Olsztyn, warmińsko-mazurskie",590 000 zł,6782 zł/m²,5 pokoi,87 m²,87 m²,/pl/oferta/5-pokoi-87-m-ul-iwaszkiewicza-30-ID4nesJ,2024-01-16
"Mieszkanie 72,5m Iwaszkiewicza","Mieszkanie na sprzedaż: ul. Jarosława Iwaszkiewicza, Podgrodzie, Olsztyn, warmińsko-mazurskie",550 000 zł,7586 zł/m²,4 pokoje,"72,5 m²","72,5 m²",/pl/oferta/mieszkanie-72-5m-iwaszkiewicza-ID4orOP,2024-01-16
"Mieszkanie 74m2, Olsztyn, ul. Bartąska","Mieszkanie na sprzedaż: ul. Bartąska, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",785 000 zł,10 608 zł/m²,4 pokoje,74 m²,Biuro nieruchomości,/pl/oferta/mieszkanie-74m2-olsztyn-ul-bartaska-ID4oFjq,2024-01-16
"Mieszkanie 36m2, Olsztyn Boenigka","Mieszkanie na sprzedaż: ul. Jana Boenigka, Jaroty, Olsztyn, warmińsko-mazurskie",365 000 zł,10 139 zł/m²,2 pokoje,36 m²,Biuro nieruchomości,/pl/oferta/mieszkanie-36m2-olsztyn-boenigka-ID4oFjk,2024-01-16
"Mieszkanie 47,2 m2 + loggia + piwnica ul. Dworcowa","Mieszkanie na sprzedaż: Pojezierze, Olsztyn, warmińsko-mazurskie",420 000 zł,8898 zł/m²,3 pokoje,"47,2 m²","47,2 m²",/pl/oferta/mieszkanie-47-2-m2-loggia-piwnica-ul-dworcowa-ID4oF7U,2024-01-16
Mieszkanie blisko Starego Miasta,"Mieszkanie na sprzedaż: Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",340 000 zł,6719 zł/m²,3 pokoje,"50,6 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-blisko-starego-miasta-ID4oF7C,2024-01-16
"3 pokojowe, oddzielna kuchnia, duży balkon","Mieszkanie na sprzedaż: ul. Władysława Gębika, Pieczewo, Olsztyn, warmińsko-mazurskie",389 000 zł,6538 zł/m²,3 pokoje,"59,5 m²",Biuro nieruchomości,/pl/oferta/3-pokojowe-oddzielna-kuchnia-duzy-balkon-ID4ok5C,2024-01-16
"2-pokojowe mieszkanie, gotowe do zamieszkania","Mieszkanie na sprzedaż: ul. Jana Żiżki, Osiedle Grunwaldzkie, Olsztyn, warmińsko-mazurskie",319 000 zł,8368 zł/m²,2 pokoje,"38,12 m²",Biuro nieruchomości,/pl/oferta/2-pokojowe-mieszkanie-gotowe-do-zamieszkania-ID4oEUd,2024-01-16
Kawalerka - Centrum - Olsztyn,"Mieszkanie na sprzedaż: ul. Marii Curie-Skłodowskiej, Śródmieście, Olsztyn, warmińsko-mazurskie",269 000 zł,9340 zł/m²,1 pokój,"28,8 m²",Biuro nieruchomości,/pl/oferta/kawalerka-centrum-olsztyn-ID4oEWp,2024-01-16
"Mieszkanie59,5m² na Pieczewie, Świtycz-Widackiej 6","Mieszkanie na sprzedaż: ul. Balbiny Świtycz-Widackiej, Pieczewo, Olsztyn, warmińsko-mazurskie",469 000 zł,7882 zł/m²,3 pokoje,"59,5 m²","59,5 m²",/pl/oferta/mieszkanie59-5m-na-pieczewie-switycz-widackiej-6-ID4osOk,2024-01-16
Mieszkanie dwupoziomowe na sprzedaż,"Mieszkanie na sprzedaż: ul. Jarocka, Jaroty, Olsztyn, warmińsko-mazurskie",400 000 zł,7273 zł/m²,4 pokoje,55 m²,55 m²,/pl/oferta/mieszkanie-dwupoziomowe-na-sprzedaz-ID4oETi,2024-01-16
"2-pokojowe mieszkanie, gotowe do zamieszkania","Mieszkanie na sprzedaż: ul. Jana Żiżki, Podgrodzie, Olsztyn, warmińsko-mazurskie",319 000 zł,8368 zł/m²,2 pokoje,"38,12 m²",Biuro nieruchomości,/pl/oferta/2-pokojowe-mieszkanie-gotowe-do-zamieszkania-ID4o8Nk,2024-01-16
Przestronne klimatyczne mieszkanie w centrum,"Mieszkanie na sprzedaż: ul. Andrzeja Samulowskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",749 000 zł,6119 zł/m²,3 pokoje,"122,4 m²",Biuro nieruchomości,/pl/oferta/przestronne-klimatyczne-mieszkanie-w-centrum-ID4oER1,2024-01-16
Apartament Osiedle Belweder 108m2 + 2 Piwnice,"Mieszkanie na sprzedaż: ul. ks. Jerzego Popiełuszki, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",999 999 zł,9259 zł/m²,4 pokoje,108 m²,Biuro nieruchomości,/pl/oferta/apartament-osiedle-belweder-108m2-2-piwnice-ID4oEOL,2024-01-16
"Na sprzedaż wyjątkowy ""tercet egzotyczny""!","Mieszkanie na sprzedaż: ul. gen. Stefana Grota Roweckiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",539 000 zł,7190 zł/m²,4 pokoje,"74,97 m²",Biuro nieruchomości,/pl/oferta/na-sprzedaz-wyjatkowy-tercet-egzotyczny-ID4lVGo,2024-01-16
Gotowe do zamieszkania 72m2 na oś. Jaroty,"Mieszkanie na sprzedaż: ul. Jana Boenigka, Jaroty, Olsztyn, warmińsko-mazurskie",469 000 zł,6469 zł/m²,3 pokoje,"72,5 m²",Biuro nieruchomości,/pl/oferta/gotowe-do-zamieszkania-72m2-na-os-jaroty-ID4mOoL,2024-01-16
5 Pokojowe Mieszkanie W Centrum Olsztyna,"Mieszkanie na sprzedaż: ul. Warmińska, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",549 000 zł,4924 zł/m²,5 pokoi,"111,5 m²",Biuro nieruchomości,/pl/oferta/5-pokojowe-mieszkanie-w-centrum-olsztyna-ID4nYkq,2024-01-16
Mieszkanie w centrum miasta gotowe do wprowadzenia,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",515 000 zł,12 061 zł/m²,3 pokoje,"42,7 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-w-centrum-miasta-gotowe-do-wprowadzenia-ID4osag,2024-01-16
Mieszkanie w centrum miasta gotowe do wprowadzenia,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",510 000 zł,11 944 zł/m²,3 pokoje,"42,7 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-w-centrum-miasta-gotowe-do-wprowadzenia-ID4nYi6,2024-01-16
Mieszkanie z ogródkiem Olsztyn ul. Kiemliczów,"Mieszkanie na sprzedaż: Gutkowo, Olsztyn, warmińsko-mazurskie",570 000 zł,7945 zł/m²,3 pokoje,"71,74 m²",Inwestycja deweloperska,/pl/oferta/mieszkanie-z-ogrodkiem-olsztyn-ul-kiemliczow-ID4o6u4,2024-01-16
Villa Symfonia | Olsztyn | mieszkanie M35,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",535 137 zł,8700 zł/m²,3 pokoje,"61,51 m²",Inwestycja deweloperska,/pl/oferta/villa-symfonia-olsztyn-mieszkanie-m35-ID4eY1X,2024-01-16
"Mieszkanie Pana Tadeusza, parter","Mieszkanie na sprzedaż: ul. Pana Tadeusza, Pojezierze, Olsztyn, warmińsko-mazurskie",369 000 zł,10 853 zł/m²,2 pokoje,34 m²,34 m²,/pl/oferta/mieszkanie-pana-tadeusza-parter-ID4obMn,2024-01-16
Dwupokojowe Jaroty ul. Sucharskiego,"Mieszkanie na sprzedaż: ul. Majora Henryka Sucharskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",385 000 zł,8953 zł/m²,2 pokoje,43 m²,43 m²,/pl/oferta/dwupokojowe-jaroty-ul-sucharskiego-ID4opoD,2024-01-16
2 pokojowe mieszkanie w sercu Jarot możliwe 3 pok.,"Mieszkanie na sprzedaż: Zbigniewa Herberta, Jaroty, Olsztyn, warmińsko-mazurskie",349 900 zł,7274 zł/m²,2 pokoje,"48,1 m²",Biuro nieruchomości,/pl/oferta/2-pokojowe-mieszkanie-w-sercu-jarot-mozliwe-3-pok-ID4oEyU,2024-01-16
Sprzedam mieszkanie Jaroty,"Mieszkanie na sprzedaż: ul. Bartąska, Jaroty, Stawiguda, olsztyński, warmińsko-mazurskie",800 000 zł,7273 zł/m²,4 pokoje,110 m²,110 m²,/pl/oferta/sprzedam-mieszkanie-jaroty-ID4nZcp,2024-01-16
Os. Leśna| 4 - pok. z widokiem na las A.III/42,"Mieszkanie na sprzedaż: ul. Leśna, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",,,4 pokoje,"89,73 m²",Inwestycja deweloperska,/pl/oferta/os-lesna-4-pok-z-widokiem-na-las-a-iii-42-ID4bpAW,2024-01-16
"Mieszkanie 64,5 m2 - os.Mleczna, ul. Iwaszkiewicza","Mieszkanie na sprzedaż: ul. Jarosława Iwaszkiewicza 27, Podgrodzie, Olsztyn, warmińsko-mazurskie",638 000 zł,9891 zł/m²,3 pokoje,"64,5 m²","64,5 m²",/pl/oferta/mieszkanie-64-5-m2-os-mleczna-ul-iwaszkiewicza-ID4obHv,2024-01-16
Wyjątkowe mieszkanie z ogrodem,"Mieszkanie na sprzedaż: ul. Aleja Przyjaciół, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",375 000 zł,11 610 zł/m²,2 pokoje,"32,3 m²",Biuro nieruchomości,/pl/oferta/wyjatkowe-mieszkanie-z-ogrodem-ID4nX28,2024-01-16
Niepowtarzalny apartament z widokiem na panoramę,"Mieszkanie na sprzedaż: ul. Grunwaldzka, Śródmieście, Olsztyn, warmińsko-mazurskie",5 000 000 zł,25 000 zł/m²,1 pokój,200 m²,Biuro nieruchomości,/pl/oferta/niepowtarzalny-apartament-z-widokiem-na-panorame-ID4oDuT,2024-01-16
Apartamenty Wyzwolenia | apartament nr 2,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",698 718 zł,10 100 zł/m²,3 pokoje,"69,18 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-2-ID4nyyc,2024-01-16
"Osiedle Aurora, M32, komórka lokatorska za 1zł","Mieszkanie na sprzedaż: ul. Franciszka Barcza 50, Nagórki, Olsztyn, warmińsko-mazurskie",900 240 zł,12 000 zł/m²,3 pokoje,"75,02 m²",Inwestycja deweloperska,/pl/oferta/osiedle-aurora-m32-komorka-lokatorska-za-1zl-ID4evU1,2024-01-16
"Osiedle Aurora, M69, ogród zimowy, balkon","Mieszkanie na sprzedaż: ul. Franciszka Barcza 50, Nagórki, Olsztyn, warmińsko-mazurskie",837 018 zł,9100 zł/m²,5 pokoi,"91,98 m²",Inwestycja deweloperska,/pl/oferta/osiedle-aurora-m69-ogrod-zimowy-balkon-ID4evWB,2024-01-16
ŚWIETNE MIESZKANIE PRZY LESIE !!!,"Mieszkanie na sprzedaż: Zatorze, Olsztyn, warmińsko-mazurskie",579 000 zł,10 508 zł/m²,3 pokoje,"55,1 m²","55,1 m²",/pl/oferta/swietne-mieszkanie-przy-lesie-ID48wtw,2024-01-16
Wyjątkowe mieszkanie z ogrodem w centrum miasta,"Mieszkanie na sprzedaż: Osiedle Kościuszki, Olsztyn, warmińsko-mazurskie",677 000 zł,12 537 zł/m²,2 pokoje,54 m²,Biuro nieruchomości,/pl/oferta/wyjatkowe-mieszkanie-z-ogrodem-w-centrum-miasta-ID4oDVx,2024-01-16
Mieszkanie 51m2 w Olsztynie -Dajtki,"Mieszkanie na sprzedaż: Dajtki, Olsztyn, warmińsko-mazurskie",243 000 zł,4765 zł/m²,2 pokoje,51 m²,Biuro nieruchomości,/pl/oferta/mieszkanie-51m2-w-olsztynie-dajtki-ID4i8BJ,2024-01-16
2-pokojowe mieszanie przy ul. Rataja,"Mieszkanie na sprzedaż: ul. Macieja Rataja 52, Podleśna, Olsztyn, warmińsko-mazurskie",320 000 zł,8488 zł/m²,2 pokoje,"37,7 m²","37,7 m²",/pl/oferta/2-pokojowe-mieszanie-przy-ul-rataja-ID4os1E,2024-01-16
Mieszkanie z ogródkiem Olsztyn ul. Kiemliczów,"Mieszkanie na sprzedaż: Gutkowo, Olsztyn, warmińsko-mazurskie",570 000 zł,7945 zł/m²,3 pokoje,"71,74 m²",Inwestycja deweloperska,/pl/oferta/mieszkanie-z-ogrodkiem-olsztyn-ul-kiemliczow-ID4o6tZ,2024-01-16
Villa Symfonia | Olsztyn | mieszkanie M46,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie","671 011,20 zł",8280 zł/m²,4 pokoje,"81,04 m²",Inwestycja deweloperska,/pl/oferta/villa-symfonia-olsztyn-mieszkanie-m46-ID4eY2o,2024-01-16
A.57 Apartament nad jeziorem w Olsztynie,"Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",687 570 zł,18 832 zł/m²,2 pokoje,"36,51 m²",Inwestycja deweloperska,/pl/oferta/a-57-apartament-nad-jeziorem-w-olsztynie-ID4kXT4,2024-01-16
"Redykajny,49m2.,po remoncie,435000zł.,od zaraz","Mieszkanie na sprzedaż: Redykajny, Olsztyn, warmińsko-mazurskie",429 000 zł,8755 zł/m²,2 pokoje,49 m²,Biuro nieruchomości,/pl/oferta/redykajny-49m2-po-remoncie-435000zl-od-zaraz-ID4nYnZ,2024-01-16
"Apartament 88m2, tarasy 93m2,CENTAURUS, prywatnie","Mieszkanie na sprzedaż: al. Aleja Marszałka Józefa Piłsudskiego, Kormoran, Olsztyn, warmińsko-mazurskie",825 000 zł,9353 zł/m²,3 pokoje,"88,21 m²","88,21 m²",/pl/oferta/apartament-88m2-tarasy-93m2-centaurus-prywatnie-ID49pCl,2024-01-16
3 pokoje 48m2 Dworcowa,"Mieszkanie na sprzedaż: Pojezierze, Olsztyn, warmińsko-mazurskie",476 900 zł,9894 zł/m²,3 pokoje,"48,2 m²","48,2 m²",/pl/oferta/3-pokoje-48m2-dworcowa-ID4owEp,2024-01-16
Apartamenty Wyzwolenia | apartament nr 22,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",593 142 zł,10 450 zł/m²,3 pokoje,"56,76 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-22-ID4nyyw,2024-01-16
Dwupokojowe mieszkanie w centrum,"Mieszkanie na sprzedaż: ul. Mikołaja Kopernika, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",409 000 zł,8834 zł/m²,2 pokoje,"46,3 m²",Biuro nieruchomości,/pl/oferta/dwupokojowe-mieszkanie-w-centrum-ID4oDhh,2024-01-16
"Dwa pokoje - 35,3 m2 - ul. Gębika, os. Pieczewo","Mieszkanie na sprzedaż: ul. Władysława Gębika, Pieczewo, Olsztyn, warmińsko-mazurskie",319 000 zł,9037 zł/m²,2 pokoje,"35,3 m²",Biuro nieruchomości,/pl/oferta/dwa-pokoje-35-3-m2-ul-gebika-os-pieczewo-ID4oDgp,2024-01-16
"dwu pokojowe mieszkanie - Olsztyn, ul. Dadleza 3","Mieszkanie na sprzedaż: ul. Juliana Dadleza, Jaroty, Olsztyn, warmińsko-mazurskie",330 000 zł,9510 zł/m²,2 pokoje,"34,7 m²",Biuro nieruchomości,/pl/oferta/dwu-pokojowe-mieszkanie-olsztyn-ul-dadleza-3-ID4oDel,2024-01-16
Apartament mieszkanie Olsztyn Leśna nad jeziorem,"Mieszkanie na sprzedaż: ul. Artyleryjska 3N, Osiedle Nad Jeziorem Długim, Olsztyn, warmińsko-mazurskie",455 000 zł,13 788 zł/m²,2 pokoje,33 m²,33 m²,/pl/oferta/apartament-mieszkanie-olsztyn-lesna-nad-jeziorem-ID4nTAw,2024-01-16
M2 do własnej aranżacji w super lokalizacji,"Mieszkanie na sprzedaż: ul. Jarocka, Jaroty, Olsztyn, warmińsko-mazurskie",299 000 zł,9614 zł/m²,2 pokoje,"31,1 m²",Biuro nieruchomości,/pl/oferta/m2-do-wlasnej-aranzacji-w-super-lokalizacji-ID4oCE5,2024-01-16
3 pokojowe mieszkanie w bardzo dobrej lokalizacji!,"Mieszkanie na sprzedaż: ul. Henryka Sienkiewicza, Zatorze, Olsztyn, warmińsko-mazurskie",515 000 zł,7368 zł/m²,3 pokoje,"69,9 m²",Biuro nieruchomości,/pl/oferta/3-pokojowe-mieszkanie-w-bardzo-dobrej-lokalizacji-ID4oCCQ,2024-01-16
"Mieszkania 4 pokoje 85,4 m2","Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",673 000 zł,7881 zł/m²,4 pokoje,"85,4 m²","85,4 m²",/pl/oferta/mieszkania-4-pokoje-85-4-m2-ID4oCpZ,2024-01-16
Mieszkanie bezczynszowe z własnym ogródkiem,"Mieszkanie na sprzedaż: Gutkowo, Olsztyn, warmińsko-mazurskie",660 000 zł,5973 zł/m²,5 pokoi,"110,5 m²",Inwestycja deweloperska,/pl/oferta/mieszkanie-bezczynszowe-z-wlasnym-ogrodkiem-ID4giRI,2024-01-16
Bianco | mieszkanie 3 pok. M20,"Mieszkanie na sprzedaż: ul. Kardynała Stefana Wyszyńskiego, Kormoran, Olsztyn, warmińsko-mazurskie",,,3 pokoje,"64,29 m²",Inwestycja deweloperska,/pl/oferta/bianco-mieszkanie-3-pok-m20-ID4jWDV,2024-01-16
Villa Symfonia | Olsztyn | mieszkanie M44,"Mieszkanie na sprzedaż: ul. Wojciecha Kętrzyńskiego, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie","647 871,80 zł",8270 zł/m²,4 pokoje,"78,34 m²",Inwestycja deweloperska,/pl/oferta/villa-symfonia-olsztyn-mieszkanie-m44-ID4eY2k,2024-01-16
A.38 Apartament nad jeziorem w Olsztynie,"Mieszkanie na sprzedaż: ul. Sielska, Dajtki, Olsztyn, warmińsko-mazurskie",687 570 zł,18 832 zł/m²,2 pokoje,"36,51 m²",Inwestycja deweloperska,/pl/oferta/a-38-apartament-nad-jeziorem-w-olsztynie-ID4kXSZ,2024-01-16
"3-pokojowe mieszkanie 67,8m2 osiedle Libero Olszty","Mieszkanie na sprzedaż: Libero, Nagórki, Olsztyn, warmińsko-mazurskie",734 000 zł,10 826 zł/m²,3 pokoje,"67,8 m²","67,8 m²",/pl/oferta/3-pokojowe-mieszkanie-67-8m2-osiedle-libero-olszty-ID4oo1k,2024-01-16
2 pokoje 48m2 Dworcowa Pojezierze,"Mieszkanie na sprzedaż: ul. Dworcowa, Pojezierze, Olsztyn, warmińsko-mazurskie",363 900 zł,7581 zł/m²,2 pokoje,48 m²,48 m²,/pl/oferta/2-pokoje-48m2-dworcowa-pojezierze-ID4oumP,2024-01-16
Atrakcyjne dwupokojowe przy ul. Sucharskiego,"Mieszkanie na sprzedaż: ul. Majora Henryka Sucharskiego, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",385 000 zł,8953 zł/m²,2 pokoje,43 m²,43 m²,/pl/oferta/atrakcyjne-dwupokojowe-przy-ul-sucharskiego-ID4oo0i,2024-01-16
Mieszkanie w Olsztynie | osiedle Zatorze | 3pokoje,"Mieszkanie na sprzedaż: ul. Jagiellońska, Podleśna, Olsztyn, warmińsko-mazurskie",469 000 zł,5855 zł/m²,3 pokoje,"80,1 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-w-olsztynie-osiedle-zatorze-3pokoje-ID4oCij,2024-01-16
Atrakcyjne mieszkanie 3 pokoje 50m2 balkon,"Mieszkanie na sprzedaż: ul. Jagiellońska 35, Zatorze, Olsztyn, warmińsko-mazurskie",497 000 zł,9940 zł/m²,3 pokoje,50 m²,50 m²,/pl/oferta/atrakcyjne-mieszkanie-3-pokoje-50m2-balkon-ID4orE8,2024-01-16
Mieszkanie w centrum Olsztyna do własnej aranżacji,"Mieszkanie na sprzedaż: ul. Tadeusza Kościuszki, Osiedle Kętrzyńskiego, Olsztyn, warmińsko-mazurskie",565 000 zł,5239 zł/m²,6 pokoi,"107,85 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-w-centrum-olsztyna-do-wlasnej-aranzacji-ID4oCeh,2024-01-16
Dwupokojowe mieszkanie 2 piętro 53m2 Limanowskiego,"Mieszkanie na sprzedaż: ul. Bolesława Limanowskiego, Zatorze, Olsztyn, warmińsko-mazurskie",318 000 zł,5989 zł/m²,2 pokoje,"53,1 m²",Biuro nieruchomości,/pl/oferta/dwupokojowe-mieszkanie-2-pietro-53m2-limanowskiego-ID4oC7z,2024-01-16
Mieszkanie 3 pokojowe w centrum,"Mieszkanie na sprzedaż: al. Aleja Warszawska 63, Podgrodzie, Olsztyn, warmińsko-mazurskie",450 000 zł,7401 zł/m²,3 pokoje,"60,8 m²","60,8 m²",/pl/oferta/mieszkanie-3-pokojowe-w-centrum-ID4objl,2024-01-16
Apartamenty Zatoka z widokiem na jezioro i tarasem,"Mieszkanie na sprzedaż: ul. Kapitańska, Dajtki, Olsztyn, warmińsko-mazurskie",638 000 zł,19 511 zł/m²,2 pokoje,"32,7 m²","32,7 m²",/pl/oferta/apartamenty-zatoka-z-widokiem-na-jezioro-i-tarasem-ID4mipY,2024-01-16
"3 pokojowe, umeblowane, po remoncie","Mieszkanie na sprzedaż: ul. Johanna Gottfrieda Herdera, Jaroty, Olsztyn, warmińsko-mazurskie",449 000 zł,7546 zł/m²,3 pokoje,"59,5 m²",Biuro nieruchomości,/pl/oferta/3-pokojowe-umeblowane-po-remoncie-ID4nkar,2024-01-16
Apartamenty Wyzwolenia | apartament nr 82,"Mieszkanie na sprzedaż: ul. Wyzwolenia, Śródmieście, Olsztyn, warmińsko-mazurskie",551 296 zł,12 800 zł/m²,1 pokój,"43,07 m²",Inwestycja deweloperska,/pl/oferta/apartamenty-wyzwolenia-apartament-nr-82-ID4nyyD,2024-01-16
Dwupoziomowy słoneczny apartament,"Mieszkanie na sprzedaż: ul. ks. Jerzego Popiełuszki, Osiedle Generałów, Olsztyn, warmińsko-mazurskie",875 000 zł,6359 zł/m²,6 pokoi,"137,6 m²","137,6 m²",/pl/oferta/dwupoziomowy-sloneczny-apartament-ID4ohLc,2024-01-16
"Duża Kawalerka 46,5 m2 w Villa Park w Olsztynie","Mieszkanie na sprzedaż: Śródmieście, Olsztyn, warmińsko-mazurskie",595 000 zł,12 804 zł/m²,1 pokój,"46,47 m²",Biuro nieruchomości,/pl/oferta/duza-kawalerka-46-5-m2-w-villa-park-w-olsztynie-ID4oBIu,2024-01-16
Mieszkanie 2- pokojowe Olsztyn Redykajny,"Mieszkanie na sprzedaż: ul. Kardynała Stanisława Hozjusza, Redykajny, Olsztyn, warmińsko-mazurskie",663 000 zł,9008 zł/m²,2 pokoje,"73,6 m²",Biuro nieruchomości,/pl/oferta/mieszkanie-2-pokojowe-olsztyn-redykajny-ID4oBAx,2024-01-16
